"","x"
"1",1.16164320763636
"2",0.25473356344492
"3",0.215439038489934
"4",0.156516652422162
"5",12.5451855177731
"6",4.17323840815482
"7",7.45950486397781
"8",0.204946654725258
"9",0.247187621307661
"10",0.337007768804024
"11",0.256775089134434
"12",0.333969480874731
"13",0.224584558772061
"14",2.95142462127636
"15",3.11881665253721
"16",0.468870456525456
"17",0.493811178931992
"18",0.357616452134448
"19",0.359944937614587
"20",0.277880704355759
"21",0.445567986870575
"22",0.390111033218561
"23",0.432292696561298
"24",0.239291797578237
"25",0.579944626178787
"26",0.350891323076055
"27",0.321386235282555
"28",0.443914536085125
"29",0.424281518425293
"30",0.296066420126792
"31",0.495612735525769
"32",0.211895659916851
"33",0.215961900905921
"34",0.272675605051184
"35",0.190269583460307
"36",0.14702961858245
"37",0.22165623373179
"38",0.0799499308593685
"39",0.0340974188457627
"40",0.0288212456357098
"41",0.0813155964912191
"42",0.0723534875402844
"43",0.0929786849174625
"44",0.040571762299103
"45",0.0724456441106758
"46",0.00655960460470599
"47",0.0718650416438023
"48",1.43989040504589
"49",10.2280107009478
"50",0.0754002249020703
"51",0.0283520578341618
"52",0.0817777796719559
"53",0.0173020233607299
"54",0.00802912446418859
"55",0.0190610702026048
"56",0.0260388303607098
"57",0.0253889833504212
"58",0.0256854865454634
"59",0.0302375578122047
"60",0.0378181459643527
"61",0.025726635598089
"62",0.00604373423515996
"63",0.0329021379460877
"64",0.00412808969428731
"65",0.0477218503237364
"66",0.784685824056317
"67",0.176490060659145
"68",0.331363469729778
"69",0.188973459190921
"70",0.0614139113357338
"71",0.044655166918863
"72",0.0467638220623177
"73",0.0477913905361501
"74",0.0055044522760983
"75",0.886485546734574
"76",3.33840426743002
"77",2.48755487276326
"78",0.511229314930919
"79",0.461211286876637
"80",0.1128178309545
"81",0.427126032262354
"82",0.578600275176492
"83",0.610331387426265
"84",0.594503318470122
"85",0.393412790694136
"86",1.27619908428058
"87",10.2887301449443
"88",2.56522968404166
"89",0.548872924450767
"90",42.3639685166253
"91",6.75415755428104
"92",0.578091265283205
"93",0.575091235435622
"94",1.77103655180683
"95",0.808339606150382
"96",0.458781248601434
"97",0.627800975079463
"98",0.525921387143861
"99",853.4027528596
"100",54.3822353793183
"101",233.573984971782
"102",0.9508114714591
"103",0.728957962623578
"104",2.06466065839993
"105",1.70813958899169
"106",1.40184022807738
"107",1.38463645566631
"108",1.36023404412381
"109",1.39082916873133
"110",1.51558258441428
"111",1.80407807552753
"112",1.68428268367203
"113",2.1646607791129
"114",1.46629756692467
"115",11.4292222255075
"116",5.59595731281879
"117",1.81146148965331
"118",1.258700747331
"119",1.26247176072887
"120",1.51310607579942
"121",1.68852323190203
"122",1.34696080061683
"123",1.35750459262619
"124",1.15003367251918
"125",1.22197477735368
"126",56.3960847311432
"127",943700.785169636
"128",2.01660985635518
"129",2.28512041771548
"130",1.70756483203231
"131",28.2525070942644
"132",10.3898049126253
"133",1.34480245767174
"134",1.56768105728168
"135",1.32647756788264
"136",1.36583680013657
"137",1.50055602052431
"138",1.54700244876614
"139",1.92302815276898
"140",4.37627819494987
"141",0.0148144549371718
"142",0.717669663838381
"143",0.0196931732258365
"144",0.78531037690791
"145",0.00169072422090914
"146",1.46017113422755
"147",1.42059160667073
"148",1.47245811698489
"149",12.8894506612413
"150",7.24157073576152
"151",1.69387456638366
"152",34.5442692224211
"153",62.0371574896192
"154",3.34476283925578
"155",2.25443501269562
"156",2.22345749465519
"157",1.54578921039947
"158",9.05857393838284
"159",5.9836865685904
"160",20.1897559131032
"161",1.59473678914109
"162",1.62301767962773
"163",1.35465070638945
"164",1.42238463926621
"165",1.63457208087873
"166",1.43281577304039
"167",1.61553536598598
"168",1.68368822050395
"169",1.84241196851233
"170",1.63888822901697
"171",0.608780243991046
"172",0.425622198080601
"173",0.743345984053171
"174",0.492140051890873
"175",1.46372491370728
"176",0.471588704547838
"177",1.52557794092565
"178",0.426096909419965
"179",2.85397076384093
"180",0.465087080293243
"181",0.709802211825322
"182",0.593562398929309
"183",0.61959003735576
"184",0.686915382021594
"185",0.586470632035842
"186",0.846406575588871
"187",0.620834377742031
"188",0.629413567071114
"189",0.793107979702758
"190",0.724471601756451
"191",0.542976226554575
"192",0.396726212642256
"193",0.403896485066019
"194",0.402734555101306
"195",0.463589226694205
"196",0.45966352443535
"197",0.360066071596326
"198",15.0365592053924
"199",0.133701332166694
"200",7.56395810242342
"201",0.313002238566619
"202",0.338216633581254
"203",21.6644268774825
"204",3.2906723280809
"205",0.479865308446274
"206",0.468229981475278
"207",6.67422331807315
"208",3.33294412158026
"209",0.863003159202113
"210",1.6370158040669
"211",0.541879150519519
"212",0.317796184864624
"213",0.31301252955947
"214",99.4622944006037
"215",12.0181680660721
"216",0.181678950925397
"217",0.35459546647399
"218",0.436137187914352
"219",0.325132824852396
"220",0.3989003258174
"221",0.301745496362075
"222",0.40012397093434
"223",0.327060354597464
"224",0.303482105064225
"225",0.299575067278353
"226",0.301127352672021
"227",0.361767438128003
"228",0.697369966261476
"229",0.336274854970518
"230",0.34171334586976
"231",0.324846829437898
"232",0.328384342802326
"233",0.30414763276717
"234",0.321225575939623
"235",3.60425297637698
"236",0.00283573615898929
"237",1.56235410399336
"238",2.57328603973747
"239",1.47727678874359
"240",1.41475490851349
"241",2.86724959202653
"242",1.41848736062168
"243",1.86249081381955
"244",88.3231310380812
"245",6.38153064605083
"246",5.21895139394462
"247",1.55449063799488
"248",1.34589290832324
"249",11.9445873276391
"250",1.18610184194827
"251",110.023619386212
"252",1.8839119751991
"253",1.19502965216407
"254",4.52088929647537
"255",4.62040689009458
"256",4.21010564514943
"257",2.25093253365377
"258",1.56302387648506
"259",6.7377186415168
"260",0.917097820643945
"261",0.893175335926892
"262",1.15175775082605
"263",0.402263780665804
"264",4.00700337757212
"265",0.295984009902431
"266",2.94427190461535
"267",0.366595006706726
"268",0.799742289454827
"269",0.346423219950786
"270",0.69632050468106
"271",0.389032734036478
"272",7.18998426595157
"273",0.328313443211779
"274",0.822952536786504
"275",0.410900815943633
"276",1.95035003849554
"277",0.488460722915891
"278",0.392761284902577
"279",9.73313121123545
"280",0.326901423983938
"281",43.7971128102774
"282",0.0212584027347651
"283",19.401176158631
"284",0.710613370181173
"285",3.02053274469271
"286",1.12736498140198
"287",0.494038130877763
"288",0.677992314340763
"289",0.648172966273599
"290",0.0570755467223158
"291",0.0614510582294827
"292",0.0560793265610032
"293",0.0691411858953156
"294",0.966792963302662
"295",0.0671834105444376
"296",0.0671152707717213
"297",0.0588112585027459
"298",0.0669919071540885
"299",0.082960124170718
"300",0.0176278300222143
"301",0.00252097196485502
"302",0.284940723946584
"303",0.11585720379382
"304",0.00455424903752427
"305",0.00630403168493678
"306",0.00559962854650426
"307",0.0864634683451324
"308",0.00471732925221847
"309",0.00343574655264809
"310",0.753571031447174
"311",0.00607298058564362
"312",0.0261285249293628
"313",258.892502284364
"314",1.15661272277363
"315",0.0107664272883525
"316",0.00300649577039938
"317",0.630459223408953
"318",0.789597870133196
"319",2.73627628279637
"320",0.766591842749717
"321",0.588882251795294
"322",1.03593671002456
"323",0.554927601344613
"324",0.68889403068788
"325",170.768150355223
"326",0.642881847527031
"327",0.528980026471665
"328",0.552756345721824
"329",170.754149175595
"330",0.695859888879386
"331",7107.47317064495
"332",0.395987811205054
"333",0.615947040654231
"334",0.559481001761118
"335",2.67447187820184
"336",6.16817178488853
"337",2.39522258988772
"338",3.21786831553071
"339",2.45340535233989
"340",2.09949098764966
"341",1.97117741757906
"342",3.50563344025397
"343",115.901966841213
"344",2.9680625165224
"345",2.96711600640048
"346",2.61696824556069
"347",2.57766036906495
"348",14.9158356106959
"349",3.0822607695251
"350",2.67460402670204
"351",2.68283553979037
"352",2.46419327354891
"353",7.74652289598535
"354",0.212147570793186
"355",0.306936967770593
"356",2.9419146306886
"357",0.022509860037577
"358",0.0173709665911341
"359",0.00955170123727315
"360",0.0055296892163702
"361",0.00433615804617725
"362",1.57399559073054
"363",2.6892486827982
"364",2.00351675952209
"365",37.8805112801911
"366",2.07308955029541
"367",1.97733494155862
"368",3.65554302367723
"369",11.9379450984074
"370",10.2368530843411
"371",3.07524837854586
"372",1.24001778478974
"373",1.30759743664446
"374",1.26611759271045
"375",1.07740992116074
"376",17.0746319292008
"377",1.58239473102757
"378",14.0712115717317
"379",1.67477083858788
"380",0.369422428359529
"381",598.99524410659
"382",0.218033225680456
"383",0.473747758623507
"384",0.467347934424367
"385",0.473915573811849
"386",0.450436324635193
"387",0.516343407684331
"388",0.502446740815073
"389",1.96336548587637
"390",0.497567778608501
"391",0.457293213958989
"392",0.408050504239821
"393",0.461409964346228
"394",0.547780394384207
"395",0.337034756247225
"396",0.536211902758556
"397",0.64414543665352
"398",2.47221024485892
"399",9.68619296809336
"400",0.573111800986055
"401",1.11500531683128
"402",0.114228064698047
"403",0.543385331003245
"404",7.29816403691111
"405",1.64485058379846
"406",3.26401621683706
"407",1.78815678663454
"408",1.4824588201812
"409",1.39206773208349
"410",1.4281951442922
