"","x"
"1",1.37335093188286
"2",1.30936428079799
"3",9.65771430804466
"4",3.80712894980741
"5",1.45465813182251
"6",41.0694268680122
"7",1.51731841989497
"8",1.25113672279966
"9",1.18160291824714
"10",1.23560258352154
"11",1.16515030964966
"12",1.22842833964607
"13",1.13553772753463
"14",2.58653555531413
"15",5.21410738854706
"16",1.35132291992335
"17",1.66169587174477
"18",1.18868446313058
"19",1.37426692846697
"20",39147.4698158539
"21",1.45090749448262
"22",1.10704222365542
"23",1.236095590341
"24",1.10020396023433
"25",1.13268993747135
"26",1.12247094895361
"27",1.76712318547046
"28",1.121092829045
"29",1.15040264301504
"30",1.1688795719272
"31",1.31534641548115
"32",1.26190190401536
"33",1.32257417525874
"34",3.70255334866754
"35",11.6426952929948
"36",27.0758415244458
"37",55.3146991988532
"38",0.600111731365481
"39",1.25295945119512
"40",1.08472277736808
"41",0.577275491155465
"42",0.683794751739046
"43",5.2339699530124
"44",1.14477845961085
"45",4.50300995903192
"46",1.1354806868541
"47",1.21476856278715
"48",1.27832617013006
"49",1.58067368748165
"50",1.48713241533079
"51",1.38195357221399
"52",1.35079484395302
"53",1.49028826456467
"54",1.22647702148528
"55",2.54379592629191
"56",1.21550811566351
"57",1.15540760831153
"58",1.25051394957036
"59",6.81562714796038
"60",6.5500124142427
"61",0.452803212579407
"62",5.19244840041585
"63",2.14150946673732
"64",0.840616541904491
"65",1.3342262057257
"66",1.02016370750435
"67",0.989432209599291
"68",1.21380320034146
"69",3.35424126582594
"70",0.997361324360964
"71",1.08227614816919
"72",0.966571952892023
"73",1.36155470917206
"74",1.20133113570416
"75",2.37667132051017
"76",1.69138845893668
"77",1.13608775950253
"78",1.07765136058309
"79",1.23413222085543
"80",1.22362113217849
"81",1.26530529105312
"82",1.43710752360324
"83",1.44853527064993
"84",108.692774105422
"85",10.5248001783043
"86",1.18240490312004
"87",1.11971949627126
"88",1.78460678373913
"89",1.75182927377502
"90",1.28020314950657
"91",1.30835966434611
"92",1.35155389663981
"93",1.59416455455616
"94",1.31747616610579
"95",7.13379228498331
"96",2.66557818210233
"97",10.9029801380287
"98",1.27781998244732
"99",1.16590909359118
"100",1.39605827825098
"101",1.16043367273161
"102",7.47844101349463
"103",9.1779076429305
"104",11.7235911144871
"105",9.12107151873746
"106",1750.58680149095
"107",16.8732350678956
"108",4.30401465752003
"109",3.79283225274887
"110",1.45594641872109
"111",122.682686076098
"112",38.2232110503437
"113",149.097915888613
"114",8.47423155373423
"115",0.152047332837508
"116",1.49123993270221
"117",1.81176698924398
"118",12.1287522469031
"119",1.68821766798962
"120",1.57395276620795
"121",1.41473061290103
"122",1.77963978018679
"123",1.48803537908967
"124",1.66687884585287
"125",1.3149919728466
"126",2.62351461711518
"127",1.34454493410952
"128",1.25894191120872
"129",1.3030652253697
"130",1.36712968831007
"131",13.5268279632116
"132",1.59235473262785
"133",1.51234569744454
"134",1.42909257354532
"135",0.58162590292938
"136",3.68061094587898
"137",0.205566290257658
"138",0.124491480722103
"139",0.127957769116682
"140",0.144311633004829
"141",0.0619014536089614
"142",0.496589437717898
"143",0.0783753923596571
"144",0.563096969958513
"145",0.0577978850442089
"146",0.0588980773926235
"147",0.056874920582257
"148",0.0652155933775324
"149",0.0658651464520622
"150",0.0719093737332343
"151",0.0692374177345906
"152",0.0701149087323143
"153",0.0637889325387822
"154",2.18512297598459
"155",0.0722347159832889
"156",0.0134168317373458
"157",0.0803587005095665
"158",0.0855981675609029
"159",0.0849194760642835
"160",0.0916494986955961
"161",0.0693715540513209
