Obs,Latitude,Longitude,july_min,jan_max,prec,evap,soil,wind
AGRY4092504,-33.5555,19.17366667,0.23,36.51,527.34,0.21,0.47,3.48
AGRY4102713,-33.51633333,18.54,3.84,37.94,516.8,0.22,0.42,3.4
TLE92111407,-33.82416667,19.0875,1.57,36.73,458.79,0.16,0.45,3.73
DOA93110305,-33.67066667,21.59133333,0.71,40,390.23,0.05,0.45,3.94
DOA93121202,-34.054,24.49133333,6.64,35.12,427.15,0.16,0.44,2.84
DOA94042705,-33.96,21.25916667,2.65,37.4,326.95,0.03,0.41,4.69
ROO94102504,-33.45233333,21.16133333,0.3,39.56,374.41,0.05,0.41,4.09
ROO94102507,-33.45,21.16016667,0.3,39.56,374.41,0.05,0.41,4.09
TOW94102502,-33.46133333,21.4705,0.3,39.56,374.41,0.05,0.41,4.09
DOA94112401,-33.45083333,21.28433333,0.3,39.56,374.41,0.05,0.41,4.09
DOA94112408,-33.431,21.29466667,0.3,39.56,374.41,0.05,0.41,4.09
ROO94110706,-33.44466667,21.09033333,0.3,39.56,374.41,0.05,0.41,4.09
ROO94111516,-33.45733333,21.0565,0.3,39.56,374.41,0.05,0.41,4.09
ROO94112304,-33.44033333,21.38766667,0.3,39.56,374.41,0.05,0.41,4.09
ROO94112309,-33.43966667,21.3845,0.3,39.56,374.41,0.05,0.41,4.09
TOW94112303,-33.43866667,21.465,0.3,39.56,374.41,0.05,0.41,4.09
TOW94112304,-33.437,21.46716667,0.3,39.56,374.41,0.05,0.41,4.09
TOW94112402,-33.44366667,21.46083333,0.3,39.56,374.41,0.05,0.41,4.09
TOW94112404,-33.43983333,21.456,0.3,39.56,374.41,0.05,0.41,4.09
TOW95030101,-33.33433333,21.285,0.3,39.56,374.41,0.05,0.41,4.09
TOW95051003,-33.69016667,21.45966667,0.3,39.56,374.41,0.05,0.41,4.09
TOW95051007,-33.68916667,21.46616667,0.3,39.56,374.41,0.05,0.41,4.09
NGF95092504,-34.75116667,19.905,11.9,23.6,384.96,0.22,0.32,3.83
LYM95101002,-34.26933333,18.46616667,10.17,24.48,474.61,0.22,0.42,3.61
AWA95103103,-33.8775,21.78383333,4.23,35.73,305.86,0.03,0.41,4.22
ROO95101710,-33.65183333,21.551,0.3,39.56,374.41,0.05,0.41,4.09
ROO95101904,-33.63516667,21.47166667,0.3,39.56,374.41,0.05,0.41,4.09
ROO95101909,-33.63866667,21.47266667,0.3,39.56,374.41,0.05,0.41,4.09
ROO95102401,-33.6675,21.51183333,0.3,39.56,374.41,0.05,0.41,4.09
ROO95102410,-33.6825,21.52366667,0.3,39.56,374.41,0.05,0.41,4.09
ROO95102415,-33.6635,21.5135,0.3,39.56,374.41,0.05,0.41,4.09
ROO95102607,-33.64766667,21.48916667,0.3,39.56,374.41,0.05,0.41,4.09
TOW95100501,-33.454,21.53766667,0.3,39.56,374.41,0.05,0.41,4.09
TOW95102401,-33.40683333,22.765,0.52,38.33,406.05,0.07,0.43,3.51
LYM96011701,-34.245,18.85916667,6.06,33.55,506.25,0.19,0.45,3.49
NGF96021101,-32.51166667,19.20283333,-0.63,37.38,474.61,0.11,0.48,3.89
LYM96070604,-34.29916667,19.41933333,6.87,29.51,363.87,0.14,0.41,3.67
PMR96081003,-33.33333333,19.0855,0.23,36.51,527.34,0.21,0.47,3.48
DOA96101616,-33.9865,21.8275,4.23,35.73,305.86,0.03,0.41,4.22
DOA96101624,-33.94183333,21.764,4.23,35.73,305.86,0.03,0.41,4.22
DJL96102801,-34.096,18.42833333,11.12,25.9,374.41,0.22,0.34,3.64
DJL96111306,-34.02883333,18.95816667,6.06,33.55,506.25,0.19,0.45,3.49
DOA96092402,-34.34316667,18.985,10.17,24.48,474.61,0.22,0.42,3.61
TOW96111102,-33.7775,20.69416667,2.62,36.51,290.04,0.03,0.41,4.58
SMR96112102,-33.92383333,19.81766667,1.82,38.84,427.15,0.1,0.43,4.03
NAH96120903,-33.804,18.97316667,6.06,33.55,506.25,0.19,0.45,3.49
NAH96120905,-33.90716667,19.1575,1.57,36.73,458.79,0.16,0.45,3.73
NGF96122701,-34.26516667,18.456,10.17,24.48,474.61,0.22,0.42,3.61
SMR96121107,-33.43516667,19.11916667,0.23,36.51,527.34,0.21,0.47,3.48
CHE97021206,-33.8705,19.32316667,1.57,36.73,458.79,0.16,0.45,3.73
NGF97081712,-34.70766667,19.7885,5.49,30.49,374.41,0.13,0.4,4.09
AWA97090501,-32.55416667,18.95233333,1.84,38.63,379.69,0.15,0.41,3.65
CVV97090506,-34.22,18.38916667,11.12,25.9,374.41,0.22,0.34,3.64
LYM97112919,-34.532,19.71033333,5.49,30.49,374.41,0.13,0.4,4.09
DOA97111904,-33.6295,22.99133333,-0.79,38.52,516.8,0.11,0.48,3.55
DOA97111909,-33.62283333,22.977,-0.79,38.52,516.8,0.11,0.48,3.55
SMR98012805,-34.21216667,19.1605,1.57,36.73,458.79,0.16,0.45,3.73
LYM98032109,-33.72383333,21.79866667,0.71,40,390.23,0.05,0.45,3.94
LYM98040502,-33.865,21.95583333,4.23,35.73,305.86,0.03,0.41,4.22
NGF98060605,-34.532,19.53166667,6.87,29.51,363.87,0.14,0.41,3.67
LYM98081905,-33.888,18.90666667,6.06,33.55,506.25,0.19,0.45,3.49
DJL98100202,-32.93233333,19.04033333,2.38,39.8,500.98,0.19,0.41,3.66
LYM98100207,-33.02216667,19.0525,2.38,39.8,500.98,0.19,0.41,3.66
LYM98090601,-33.65683333,19.27466667,0.23,36.51,527.34,0.21,0.47,3.48
LYM98111001,-34.05583333,18.36766667,11.12,25.9,374.41,0.22,0.34,3.64
AWA98103101,-33.902,21.93583333,4.23,35.73,305.86,0.03,0.41,4.22
KEH98102101,-34.28916667,19.1145,6.87,29.51,363.87,0.14,0.41,3.67
NGF98102801,-33.86366667,22.228,7.26,30.83,348.05,0.08,0.43,2.07
NGF98102803,-33.86216667,22.19466667,7.26,30.83,348.05,0.08,0.43,2.07
LYM98101507,-34.43783333,19.74416667,5.49,30.49,374.41,0.13,0.4,4.09
DJL98120911,-34.67516667,19.64466667,6.87,29.51,363.87,0.14,0.41,3.67
NGF99032102,-34.20633333,19.18983333,1.57,36.73,458.79,0.16,0.45,3.73
VCH99022501,-33.73066667,19.13016667,0.23,36.51,527.34,0.21,0.47,3.48
LYM99030403,-33.272,19.071,0.23,36.51,527.34,0.21,0.47,3.48
DJL99041407,-33.57883333,19.06716667,0.23,36.51,527.34,0.21,0.47,3.48
KEH99030403,-33.26666667,19.064,0.23,36.51,527.34,0.21,0.47,3.48
STO99042102,-34.3055,18.4345,12.55,20.72,469.34,0,0.49,3.69
DJL99060909,-32.88833333,18.73466667,2.38,39.8,500.98,0.19,0.41,3.66
NGF99092401,-33.066,19.09133333,-1.39,35.69,564.26,0.2,0.49,3.73
DJL99092901,-34.0045,19.7335,1.82,38.84,427.15,0.1,0.43,4.03
DJL99092905,-34.01133333,19.74033333,1.82,38.84,427.15,0.1,0.43,4.03
DJL99092909,-34.01166667,19.75433333,1.82,38.84,427.15,0.1,0.43,4.03
DJL99102712,-32.8685,18.73016667,2.38,39.8,500.98,0.19,0.41,3.66
AWA99100802,-32.611,19.13816667,-0.63,37.38,474.61,0.11,0.48,3.89
AWA99100807,-32.60166667,19.144,-0.63,37.38,474.61,0.11,0.48,3.89
AWA99100901,-32.64033333,19.16633333,-0.63,37.38,474.61,0.11,0.48,3.89
NGFY0011601,-34.15366667,18.3455,11.12,25.9,374.41,0.22,0.34,3.64
LKA99092104,-34.09816667,18.45616667,6.06,33.55,506.25,0.19,0.45,3.49
DOA99120704,-33.58566667,19.64566667,0.23,36.51,527.34,0.21,0.47,3.48
DOAY0033007,-33.83283333,19.251,1.57,36.73,458.79,0.16,0.45,3.73
SJKY0012004,-34.30083333,18.82416667,10.17,24.48,474.61,0.22,0.42,3.61
PMRY0042703,-32.85,19.44466667,-1.39,35.69,564.26,0.2,0.49,3.73
SMRY0072001,-34.61616667,19.95166667,5.49,30.49,374.41,0.13,0.4,4.09
LYMY0080904,-33.97366667,19.565,1.57,36.73,458.79,0.16,0.45,3.73
DJLY0081605,-34.57833333,19.78833333,5.49,30.49,374.41,0.13,0.4,4.09
DOAY0110901,-34.35316667,19.19733333,6.87,29.51,363.87,0.14,0.41,3.67
DOAY0112411,-34.031,19.615,1.57,36.73,458.79,0.16,0.45,3.73
NGFY1021411,-33.03,19.18866667,-1.39,35.69,564.26,0.2,0.49,3.73
IEBY0110213,-32.63333333,19.16616667,-0.63,37.38,474.61,0.11,0.48,3.89
IEBY0110810,-33.32116667,20.7785,0.23,37.73,300.59,0.03,0.43,4.14
IEBY0110420,-33.6235,20.21466667,-1.1,36.98,622.27,0.15,0.55,3.74
DOAY1101705,-32.68333333,18.485,1.84,38.63,379.69,0.15,0.41,3.65
SMRY1102503,-34.35033333,18.86883333,10.17,24.48,474.61,0.22,0.42,3.61
NAHY5050101,-31.4565,19.04883333,2.19,40.82,232.03,0.04,0.36,4.32
AGR91120712,-34.427,19.644,6.87,29.51,363.87,0.14,0.41,3.67
AGR92021810,-34.38833333,19.26033333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92030701,-33.7415,18.94733333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92030704,-33.7505,18.935,6.06,33.55,506.25,0.19,0.45,3.49
AGR92041206,-33.99066667,18.392,11.12,25.9,374.41,0.22,0.34,3.64
WIJ92053005,-34.16833333,18.885,6.06,33.55,506.25,0.19,0.45,3.49
WIJ92123001,-34.33,19.03166667,10.17,24.48,474.61,0.22,0.42,3.61
DOA93020501,-33.864,22.179,4.23,35.73,305.86,0.03,0.41,4.22
RAA93033001,-33.741,21.91016667,0.71,40,390.23,0.05,0.45,3.94
SHS94091903,-33.827,21.9075,4.23,35.73,305.86,0.03,0.41,4.22
AGR94111902,-34.3495,18.92316667,10.17,24.48,474.61,0.22,0.42,3.61
ASP95011503,-34.014,19.36833333,1.57,36.73,458.79,0.16,0.45,3.73
AGR95031208,-33.97566667,18.89566667,6.06,33.55,506.25,0.19,0.45,3.49
ROO95020603,-33.45816667,21.36983333,0.3,39.56,374.41,0.05,0.41,4.09
AGR95031902,-33.9495,18.39566667,11.12,25.9,374.41,0.22,0.34,3.64
AGR95032101,-34.2065,18.45383333,6.06,33.55,506.25,0.19,0.45,3.49
AGR95040308,-34.36083333,19.121,6.87,29.51,363.87,0.14,0.41,3.67
AGR95042809,-34.75316667,19.90716667,11.9,23.6,384.96,0.22,0.32,3.83
SHS95080901,-33.81983333,21.91883333,4.23,35.73,305.86,0.03,0.41,4.22
APE96012819,-34.213,19.2005,1.57,36.73,458.79,0.16,0.45,3.73
AGR96021609,-34.08333333,19.14083333,1.57,36.73,458.79,0.16,0.45,3.73
AGR96022207,-34.44916667,20.52583333,8.98,29.13,237.3,0.02,0.37,4.33
LYM96022806,-33.517,19.05633333,3.84,37.94,516.8,0.22,0.42,3.4
DOA96021509,-33.659,21.51716667,0.3,39.56,374.41,0.05,0.41,4.09
LYM96032106,-33.6675,19.13333333,0.23,36.51,527.34,0.21,0.47,3.48
AGR96040715,-34.75366667,19.99133333,11.9,23.6,384.96,0.22,0.32,3.83
DJL97011606,-33.86216667,19.16716667,1.57,36.73,458.79,0.16,0.45,3.73
AGR97021301,-33.8975,19.33883333,1.57,36.73,458.79,0.16,0.45,3.73
AGR97022623,-33.691,23.1365,-0.79,38.52,516.8,0.11,0.48,3.55
AGR97022719,-33.6455,22.73333333,0.52,38.33,406.05,0.07,0.43,3.51
NGF97030104,-34.21383333,18.44866667,6.06,33.55,506.25,0.19,0.45,3.49
DOA97022619,-33.68866667,23.13283333,-0.79,38.52,516.8,0.11,0.48,3.55
STU97030115,-34.41416667,20.59216667,8.98,29.13,237.3,0.02,0.37,4.33
AGR97032111,-32.22066667,19.1215,0.27,39.82,363.87,0.04,0.42,4.05
DOA97031905,-33.5185,24.079,0.54,42.04,453.52,0.14,0.44,3.92
DOA97031907,-33.52166667,24.08816667,0.54,42.04,453.52,0.14,0.44,3.92
AGR97040628,-31.833,18.722,2.19,39.13,290.04,0.09,0.37,3.78
RDF97031603,-33.51883333,20.51633333,0.23,37.73,300.59,0.03,0.43,4.14
AWA97100803,-34.00466667,19.7,1.82,38.84,427.15,0.1,0.43,4.03
LYM98012805,-34.22116667,19.192,1.57,36.73,458.79,0.16,0.45,3.73
AGR97123009,-33.855,19.164,1.57,36.73,458.79,0.16,0.45,3.73
DJL98020402,-33.75333333,19.06666667,1.57,36.73,458.79,0.16,0.45,3.73
AGR98020605,-34.28616667,18.828,10.17,24.48,474.61,0.22,0.42,3.61
WMP98030106,-34.42883333,20.767,8.98,29.13,237.3,0.02,0.37,4.33
AGR98020803,-34.3455,18.96983333,10.17,24.48,474.61,0.22,0.42,3.61
IVM98022810,-34.42566667,20.65266667,8.98,29.13,237.3,0.02,0.37,4.33
AGR98021505,-34.26533333,18.45316667,10.17,24.48,474.61,0.22,0.42,3.61
AGR98092004,-34.27433333,18.39416667,12.55,20.72,469.34,0,0.49,3.69
DJL98100201,-32.90966667,19.04033333,2.38,39.8,500.98,0.19,0.41,3.66
AWA98103108,-33.9065,21.94416667,4.23,35.73,305.86,0.03,0.41,4.22
VCH98122903,-33.52216667,19.1365,0.23,36.51,527.34,0.21,0.47,3.48
VCH99010101,-33.55183333,19.14866667,0.23,36.51,527.34,0.21,0.47,3.48
VCH98122702,-33.54783333,19.13166667,0.23,36.51,527.34,0.21,0.47,3.48
DJL99020201,-33.90716667,19.0145,6.06,33.55,506.25,0.19,0.45,3.49
SMR98120903,-34.57533333,19.4705,6.87,29.51,363.87,0.14,0.41,3.67
WMP98050313,-33.75183333,19.1225,1.57,36.73,458.79,0.16,0.45,3.73
AGR99020609,-33.76983333,19.04683333,6.06,33.55,506.25,0.19,0.45,3.49
APE99030702,-34.05266667,18.871,6.06,33.55,506.25,0.19,0.45,3.49
AWA99031109,-33.87183333,22.02983333,4.23,35.73,305.86,0.03,0.41,4.22
DJL99022501,-33.72483333,19.0925,0.23,36.51,527.34,0.21,0.47,3.48
DOA99022210,-34.43283333,20.58016667,8.98,29.13,237.3,0.02,0.37,4.33
DOA99030208,-34.65716667,19.79566667,5.49,30.49,374.41,0.13,0.4,4.09
AGR99121505,-33.7585,18.94683333,6.06,33.55,506.25,0.19,0.45,3.49
AGR99122604,-34.34366667,18.92583333,10.17,24.48,474.61,0.22,0.42,3.61
AGRY0011310,-34.43483333,19.58583333,6.87,29.51,363.87,0.14,0.41,3.67
AGRY0011312,-34.43566667,19.57833333,6.87,29.51,363.87,0.14,0.41,3.67
AGRY0011334,-34.446,19.58616667,6.87,29.51,363.87,0.14,0.41,3.67
AGRY0011408,-34.42566667,19.59283333,6.87,29.51,363.87,0.14,0.41,3.67
PMRY0011403,-34.4275,19.6165,6.87,29.51,363.87,0.14,0.41,3.67
LYMY0021408,-34.34383333,21.03233333,10.11,26.65,200.39,0.02,0.31,4.6
LYMY0021410,-34.32483333,21.05966667,10.11,26.65,200.39,0.02,0.31,4.6
CFRY0012902,-33.51933333,19.13833333,0.23,36.51,527.34,0.21,0.47,3.48
AGRY0021311,-33.99933333,18.362,11.12,25.9,374.41,0.22,0.34,3.64
AGRY0031202,-34.05366667,18.87566667,6.06,33.55,506.25,0.19,0.45,3.49
OUTY0051301,-33.82033333,22.32633333,7.26,30.83,348.05,0.08,0.43,2.07
WELY0061407,-31.77433333,18.765,2.19,39.13,290.04,0.09,0.37,3.78
AGRY0123040,-33.49866667,23.92666667,-0.38,38.85,442.97,0.17,0.41,3.3
MAJY0122601,-34.21533333,19.18916667,1.57,36.73,458.79,0.16,0.45,3.73
AGRY1021415,-33.02383333,19.18383333,-1.39,35.69,564.26,0.2,0.49,3.73
AGRY1013008,-33.941,21.63666667,4.23,35.73,305.86,0.03,0.41,4.22
AGRY1022811,-34.56616667,19.85,5.49,30.49,374.41,0.13,0.4,4.09
AGRY1022819,-34.67066667,19.7205,5.49,30.49,374.41,0.13,0.4,4.09
AGRY1122903,-33.727,19.1115,0.23,36.51,527.34,0.21,0.47,3.48
AGRY1122904,-33.72116667,19.11233333,0.23,36.51,527.34,0.21,0.47,3.48
AGRY2011025,-34.00183333,20.54416667,2.62,36.51,290.04,0.03,0.41,4.58
AGRY4031302,-33.545,19.15966667,0.23,36.51,527.34,0.21,0.47,3.48
AGRY2121512,-32.91616667,19.05533333,2.38,39.8,500.98,0.19,0.41,3.66
AGRY5012703,-34.16133333,18.4205,11.12,25.9,374.41,0.22,0.34,3.64
AGRY5091001,-34.30683333,18.45383333,10.17,24.48,474.61,0.22,0.42,3.61
ADA92081001,-33.53466667,18.48716667,3.84,37.94,516.8,0.22,0.42,3.4
AGR92110102,-34.01033333,19.70266667,1.82,38.84,427.15,0.1,0.43,4.03
OGM92122602,-33.06133333,19.08516667,-1.39,35.69,564.26,0.2,0.49,3.73
SHR93011501,-33.9095,19.14833333,1.57,36.73,458.79,0.16,0.45,3.73
ASP93012403,-33.92433333,19.51783333,1.57,36.73,458.79,0.16,0.45,3.73
SHS94012001,-33.878,22.03016667,4.23,35.73,305.86,0.03,0.41,4.22
PAP94091401,-34.24366667,18.86333333,6.06,33.55,506.25,0.19,0.45,3.49
TOW95011602,-33.62966667,21.43766667,0.3,39.56,374.41,0.05,0.41,4.09
SHS95021703,-33.44466667,21.3065,0.3,39.56,374.41,0.05,0.41,4.09
TOW95020802,-33.43466667,21.36733333,0.3,39.56,374.41,0.05,0.41,4.09
TOW95020806,-33.43066667,21.371,0.3,39.56,374.41,0.05,0.41,4.09
SHS95101008,-33.823,22.10533333,4.23,35.73,305.86,0.03,0.41,4.22
LYM97010401,-33.73733333,19.115,0.23,36.51,527.34,0.21,0.47,3.48
AWA97100701,-34.017,19.73316667,1.82,38.84,427.15,0.1,0.43,4.03
LYM97112609,-33.59816667,18.82366667,3.84,37.94,516.8,0.22,0.42,3.4
BMJ97112202,-33.64,25.02033333,2.58,42.57,511.52,0.16,0.41,3.06
AGR97121508,-34.08066667,20.00333333,1.82,38.84,427.15,0.1,0.43,4.03
IVM98022807,-34.43466667,20.63066667,8.98,29.13,237.3,0.02,0.37,4.33
IVM98030108,-34.42633333,20.83433333,8.98,29.13,237.3,0.02,0.37,4.33
LYM98032503,-33.38916667,19.10166667,0.23,36.51,527.34,0.21,0.47,3.48
WMP98120603,-32.382,18.85383333,1.84,38.63,379.69,0.15,0.41,3.65
AGR98123135,-34.478,20.30583333,5.49,30.49,374.41,0.13,0.4,4.09
DJL99022507,-33.695,19.21516667,0.23,36.51,527.34,0.21,0.47,3.48
NAH99050902,-33.96533333,21.87416667,4.23,35.73,305.86,0.03,0.41,4.22
IEB99110701,-34.09633333,18.429,11.12,25.9,374.41,0.22,0.34,3.64
SSSY0082704,-34.27616667,18.83116667,10.17,24.48,474.61,0.22,0.42,3.61
WMP99031404,-33.705,21.7865,0.71,40,390.23,0.05,0.45,3.94
DJLY0110210,-32.633,19.13766667,-0.63,37.38,474.61,0.11,0.48,3.89
DJLY0110212,-32.63016667,19.15916667,-0.63,37.38,474.61,0.11,0.48,3.89
MCGY1012702,-33.61333333,24.49983333,0.54,42.04,453.52,0.14,0.44,3.92
MAJY1022101,-34.35633333,18.9565,10.17,24.48,474.61,0.22,0.42,3.61
WMPY1012010,-34.33833333,20.92583333,8.98,29.13,237.3,0.02,0.37,4.33
WMPY1012111,-34.4185,20.79833333,8.98,29.13,237.3,0.02,0.37,4.33
WMPY1020306,-33.04283333,19.10166667,-1.39,35.69,564.26,0.2,0.49,3.73
AGRY2042011,-33.73783333,19.97633333,-1.1,36.98,622.27,0.15,0.55,3.74
AGRY2112608,-34.154,19.11616667,1.57,36.73,458.79,0.16,0.45,3.73
PVR92121904,-34.04233333,19.638,1.57,36.73,458.79,0.16,0.45,3.73
DOA93021001,-33.32166667,22.2285,0.52,38.33,406.05,0.07,0.43,3.51
WIJ93020301,-34.13333333,18.92666667,6.06,33.55,506.25,0.19,0.45,3.49
DOA94030112,-33.64816667,22.68116667,0.52,38.33,406.05,0.07,0.43,3.51
DOA94061603,-33.4495,21.236,0.3,39.56,374.41,0.05,0.41,4.09
ROO94111406,-33.44866667,21.072,0.3,39.56,374.41,0.05,0.41,4.09
TOW94111703,-33.43783333,21.47366667,0.3,39.56,374.41,0.05,0.41,4.09
TOW94112205,-33.4325,21.46883333,0.3,39.56,374.41,0.05,0.41,4.09
ROO95013004,-33.45816667,21.33016667,0.3,39.56,374.41,0.05,0.41,4.09
TOW95012003,-33.62433333,21.4225,0.3,39.56,374.41,0.05,0.41,4.09
TOW95012303,-33.44016667,21.01183333,0.3,39.56,374.41,0.05,0.41,4.09
ROO95020804,-33.441,21.36933333,0.3,39.56,374.41,0.05,0.41,4.09
AWA95092102,-34.01033333,19.70166667,1.82,38.84,427.15,0.1,0.43,4.03
AWA95092103,-34.00716667,19.70833333,1.82,38.84,427.15,0.1,0.43,4.03
ROO95102304,-33.64183333,21.50433333,0.3,39.56,374.41,0.05,0.41,4.09
ROO95102405,-33.6765,21.51716667,0.3,39.56,374.41,0.05,0.41,4.09
NGF95111206,-34.21966667,18.43866667,6.06,33.55,506.25,0.19,0.45,3.49
LYM96011702,-34.311,18.821,10.17,24.48,474.61,0.22,0.42,3.61
RDF96030301,-34.00716667,20.98733333,2.65,37.4,326.95,0.03,0.41,4.69
NGF96060106,-33.588,18.841,3.84,37.94,516.8,0.22,0.42,3.4
LYM96082101,-33.90133333,19.2775,1.57,36.73,458.79,0.16,0.45,3.73
LYM96091301,-34.17483333,19.5305,1.57,36.73,458.79,0.16,0.45,3.73
DJL96111302,-34.054,18.9475,6.06,33.55,506.25,0.19,0.45,3.49
TOW96111103,-33.777,20.699,2.62,36.51,290.04,0.03,0.41,4.58
TOW96111108,-33.7845,20.74133333,2.62,36.51,290.04,0.03,0.41,4.58
NAH96121303,-34.08733333,19.99566667,1.82,38.84,427.15,0.1,0.43,4.03
LYM96122704,-34.25083333,18.4295,12.55,20.72,469.34,0,0.49,3.69
DJL97011613,-33.81483333,19.10666667,1.57,36.73,458.79,0.16,0.45,3.73
LYM96121109,-33.4045,19.10533333,0.23,36.51,527.34,0.21,0.47,3.48
SMR96112709,-34.11933333,18.99633333,6.06,33.55,506.25,0.19,0.45,3.49
SMR96120406,-34.4815,19.76666667,5.49,30.49,374.41,0.13,0.4,4.09
SMR97021205,-33.8915,19.33333333,1.57,36.73,458.79,0.16,0.45,3.73
DOA97022713,-33.6545,22.76933333,0.52,38.33,406.05,0.07,0.43,3.51
VAN97030101,-34.43966667,20.75833333,8.98,29.13,237.3,0.02,0.37,4.33
DOA97031903,-33.5185,24.071,0.54,42.04,453.52,0.14,0.44,3.92
LYM97071303,-34.22166667,18.38766667,11.12,25.9,374.41,0.22,0.34,3.64
LYM97071308,-34.2275,18.40966667,11.12,25.9,374.41,0.22,0.34,3.64
NGF97081607,-34.70983333,19.6,6.87,29.51,363.87,0.14,0.41,3.67
LYM97102507,-34.0605,20.0195,1.82,38.84,427.15,0.1,0.43,4.03
LYM97103010,-33.936,19.16283333,1.57,36.73,458.79,0.16,0.45,3.73
NGF97121307,-34.11466667,19.8935,1.82,38.84,427.15,0.1,0.43,4.03
CSS97112916,-34.501,19.71033333,5.49,30.49,374.41,0.13,0.4,4.09
LYM98012205,-34.1785,18.83216667,6.06,33.55,506.25,0.19,0.45,3.49
DJL98012202,-34.281,18.83066667,10.17,24.48,474.61,0.22,0.42,3.61
STU98010803,-34.48133333,19.7645,5.49,30.49,374.41,0.13,0.4,4.09
NGF98022805,-34.392,20.621,8.98,29.13,237.3,0.02,0.37,4.33
SMR98012801,-34.209,19.1605,1.57,36.73,458.79,0.16,0.45,3.73
SMR98020405,-33.72066667,19.0725,0.23,36.51,527.34,0.21,0.47,3.48
WMP98040403,-33.85766667,22.15166667,4.23,35.73,305.86,0.03,0.41,4.22
AWA98050502,-33.891,22.01833333,4.23,35.73,305.86,0.03,0.41,4.22
DJL98051407,-33.47933333,19.06616667,0.23,36.51,527.34,0.21,0.47,3.48
VCH98051407,-33.47583333,19.064,0.23,36.51,527.34,0.21,0.47,3.48
LYM98100208,-33.03983333,19.05583333,2.38,39.8,500.98,0.19,0.41,3.66
LYM98100906,-33.4875,19.26766667,0.23,36.51,527.34,0.21,0.47,3.48
AWA98110502,-33.35516667,22.15466667,0.71,40,390.23,0.05,0.45,3.94
NGF98101903,-34.052,18.87533333,6.06,33.55,506.25,0.19,0.45,3.49
DJL98102006,-32.625,19.11633333,-0.63,37.38,474.61,0.11,0.48,3.89
DJL98120909,-34.73916667,19.6785,6.87,29.51,363.87,0.14,0.41,3.67
IEB98120906,-34.71166667,19.6145,6.87,29.51,363.87,0.14,0.41,3.67
DJF99010901,-32.97483333,19.20583333,-1.39,35.69,564.26,0.2,0.49,3.73
DJL99031502,-34.313,18.98766667,10.17,24.48,474.61,0.22,0.42,3.61
PMR99031101,-34.21033333,18.41016667,11.12,25.9,374.41,0.22,0.34,3.64
NGF99032101,-34.207,19.18833333,1.57,36.73,458.79,0.16,0.45,3.73
NGF99032207,-34.19566667,18.38383333,11.12,25.9,374.41,0.22,0.34,3.64
DJL99051206,-33.795,19.43583333,1.57,36.73,458.79,0.16,0.45,3.73
CJL98122601,-34.35366667,18.8355,10.17,24.48,474.61,0.22,0.42,3.61
IEB99060909,-32.90333333,18.736,2.38,39.8,500.98,0.19,0.41,3.66
IEB99060910,-32.90333333,18.73816667,2.38,39.8,500.98,0.19,0.41,3.66
NGF99051610,-32.8135,18.68433333,2.38,39.8,500.98,0.19,0.41,3.66
NGF99071101,-34.1505,18.43216667,11.12,25.9,374.41,0.22,0.34,3.64
DOA99102910,-34.4005,20.6645,8.98,29.13,237.3,0.02,0.37,4.33
DOA99102903,-34.39933333,20.67516667,8.98,29.13,237.3,0.02,0.37,4.33
GED99112807,-32.90416667,19.04083333,2.38,39.8,500.98,0.19,0.41,3.66
VCH99120803,-33.95666667,18.43383333,11.12,25.9,374.41,0.22,0.34,3.64
NGFY0010809,-34.41383333,19.21633333,6.87,29.51,363.87,0.14,0.41,3.67
IEBY0012002,-34.3005,18.83016667,10.17,24.48,474.61,0.22,0.42,3.61
DJLY0021112,-33.6325,19.74683333,-1.1,36.98,622.27,0.15,0.55,3.74
NGFY0021903,-34.22516667,21.56566667,4.23,35.73,305.86,0.03,0.41,4.22
AWEY0030701,-34.04083333,18.87683333,6.06,33.55,506.25,0.19,0.45,3.49
KMCY0030701,-34.04416667,18.87466667,6.06,33.55,506.25,0.19,0.45,3.49
LYMY0072602,-34.01716667,19.39466667,1.57,36.73,458.79,0.16,0.45,3.73
DJLY0081608,-34.60766667,19.71983333,5.49,30.49,374.41,0.13,0.4,4.09
IEBY0081703,-32.92566667,19.04033333,2.38,39.8,500.98,0.19,0.41,3.66
NGFY0122104,-33.96666667,19.3635,1.57,36.73,458.79,0.16,0.45,3.73
IEBY0110208,-32.63016667,19.107,-0.63,37.38,474.61,0.11,0.48,3.89
IEBY0110209,-32.6365,19.12366667,-0.63,37.38,474.61,0.11,0.48,3.89
PMRY0121204,-33.78016667,23.3565,6.64,31.46,369.14,0.1,0.43,1.43
WMPY1012005,-34.31266667,20.97583333,10.11,26.65,200.39,0.02,0.31,4.6
WMPY1012110,-34.40816667,20.76683333,8.98,29.13,237.3,0.02,0.37,4.33
IEBY1011713,-33.75966667,19.15166667,1.57,36.73,458.79,0.16,0.45,3.73
WMPY1020402,-33.04233333,19.12416667,-1.39,35.69,564.26,0.2,0.49,3.73
NGFY1102504,-34.35583333,18.96083333,10.17,24.48,474.61,0.22,0.42,3.61
NAHY2030401,-34.3825,19.172,6.87,29.51,363.87,0.14,0.41,3.67
AGR91101403,-34.23566667,19.02,6.06,33.55,506.25,0.19,0.45,3.49
