"Obs","latitude","longitude","july_min","jan_max","prec","evap","soil","wind"
"OUT93111305",-33.6266666666667,22.9383333333333,-0.79,38.52,516.8,0.11,0.48,3.55
"DOA93112305",-33.6316666666667,21.3608333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA93112306",-33.6303333333333,21.357,0.3,39.56,374.41,0.05,0.41,4.09
"DOA93112506",-33.4428333333333,21.25,0.3,39.56,374.41,0.05,0.41,4.09
"DOA93112507",-33.4418333333333,21.251,0.3,39.56,374.41,0.05,0.41,4.09
"DOA93121503",-33.315,20.6941666666667,0.23,37.73,300.59,0.03,0.43,4.14
"DOA93121505",-33.3103333333333,20.6906666666667,0.23,37.73,300.59,0.03,0.43,4.14
"DOA93121507",-33.3091666666667,20.6886666666667,0.23,37.73,300.59,0.03,0.43,4.14
"NAH94011505",-32.762,19.3891666666667,-1.39,35.69,564.26,0.2,0.49,3.73
"OUT94012802",-33.335,22.0325,0.71,40,390.23,0.05,0.45,3.94
"OUT94012803",-33.3325,22.0316666666667,0.71,40,390.23,0.05,0.45,3.94
"DOA94020501",-33.5063333333333,20.655,0.23,37.73,300.59,0.03,0.43,4.14
"DOA94020503",-33.5085,20.6446666666667,0.23,37.73,300.59,0.03,0.43,4.14
"DOA94020505",-33.504,20.6575,0.23,37.73,300.59,0.03,0.43,4.14
"DOA94021401",-33.436,21.085,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94021402",-33.4351666666667,21.0881666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94021403",-33.4253333333333,21.079,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94021405",-33.427,21.0845,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94021408",-33.4298333333333,21.0581666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94021804",-33.4243333333333,21.5591666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94021805",-33.422,21.562,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94021806",-33.4203333333333,21.5666666666667,0.71,40,390.23,0.05,0.45,3.94
"DOA94021807",-33.4148333333333,21.5705,0.71,40,390.23,0.05,0.45,3.94
"DOA94021808",-33.414,21.5741666666667,0.71,40,390.23,0.05,0.45,3.94
"ING93100302",-33.4333333333333,21.195,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94022701",-33.4021666666667,21.429,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94022702",-33.4033333333333,21.4366666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94030107",-33.6648333333333,22.7613333333333,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94030109",-33.6508333333333,22.7526666666667,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94030110",-33.6441666666667,22.7391666666667,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94030111",-33.6495,22.7091666666667,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94030112",-33.6481666666667,22.6811666666667,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94030114",-33.6518333333333,22.6688333333333,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ94022407",-33.72,19.8808333333333,-1.1,36.98,622.27,0.15,0.55,3.74
"WIJ94022408",-33.7183333333333,19.8766666666667,-1.1,36.98,622.27,0.15,0.55,3.74
"ANT94040901",-33.5293333333333,19.343,0.23,36.51,527.34,0.21,0.47,3.48
"NAH94040302",-32.5765,19.1811666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"OUT94030503",-33.4178333333333,22.6873333333333,0.52,38.33,406.05,0.07,0.43,3.51
"OUT94030504",-33.4076666666667,22.6833333333333,0.52,38.33,406.05,0.07,0.43,3.51
"OUT94030505",-33.4083333333333,22.6988333333333,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94032902",-33.3923333333333,21.7285,0.71,40,390.23,0.05,0.45,3.94
"DOA94032904",-33.3886666666667,21.7946666666667,0.71,40,390.23,0.05,0.45,3.94
"DOA94040606",-33.3825,21.3703333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94040607",-33.381,21.3688333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94040702",-33.6801666666667,21.452,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94040703",-33.678,21.4483333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94040705",-33.6738333333333,21.4431666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94040706",-33.6716666666667,21.4423333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94041801",-33.5135,20.6233333333333,0.23,37.73,300.59,0.03,0.43,4.14
"DOA94041802",-33.5128333333333,20.6183333333333,0.23,37.73,300.59,0.03,0.43,4.14
"AJT94051310",-32.5301666666667,19.2201666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"AJT94051406",-32.5026666666667,19.1863333333333,-0.63,37.38,474.61,0.11,0.48,3.89
"AMA93112401",-33.5081666666667,20.6118333333333,0.23,37.73,300.59,0.03,0.43,4.14
"AMA94041802",-33.5148333333333,20.6113333333333,0.23,37.73,300.59,0.03,0.43,4.14
"APE94051403",-33.5156666666667,19.3883333333333,0.23,36.51,527.34,0.21,0.47,3.48
"APE94051406",-33.4858333333333,19.3833333333333,0.23,36.51,527.34,0.21,0.47,3.48
"APE94051501",-33.501,19.3758333333333,0.23,36.51,527.34,0.21,0.47,3.48
"AWA94040901",-33.4446666666667,21.3101666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94042101",-33.4423333333333,21.3021666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94042102",-33.4383333333333,21.303,0.3,39.56,374.41,0.05,0.41,4.09
"NAH94051401",-33.4936666666667,19.3846666666667,0.23,36.51,527.34,0.21,0.47,3.48
"NAH94051402",-33.4918333333333,19.3846666666667,0.23,36.51,527.34,0.21,0.47,3.48
"DOA94022101",-33.3295,22.0425,0.71,40,390.23,0.05,0.45,3.94
"DOA94022402",-33.523,20.549,0.23,37.73,300.59,0.03,0.43,4.14
"OUT94060403",-33.6333333333333,21.42,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ94061209",-33.7841666666667,19.16,1.57,36.73,458.79,0.16,0.45,3.73
"DOA94080102",-33.327,22.063,0.71,40,390.23,0.05,0.45,3.94
"DOA94080103",-33.3256666666667,22.0608333333333,0.71,40,390.23,0.05,0.45,3.94
"OUT94061201",-33.4583333333333,23.47,-0.38,38.85,442.97,0.17,0.41,3.3
"OUT94061202",-33.45,23.4666666666667,-0.38,38.85,442.97,0.17,0.41,3.3
"OUT94061203",-33.4666666666667,23.4816666666667,-0.38,38.85,442.97,0.17,0.41,3.3
"APE94082332",-33.5231666666667,24.0871666666667,0.54,42.04,453.52,0.14,0.44,3.92
"DOA94082505",-33.4528333333333,21.3171666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94082506",-33.45,21.315,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94082507",-33.445,21.3118333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94082703",-33.4378333333333,21.2575,0.3,39.56,374.41,0.05,0.41,4.09
"ROO94081001",-33.6295,21.4871666666667,0.3,39.56,374.41,0.05,0.41,4.09
"ROO94081101",-33.6378333333333,21.501,0.3,39.56,374.41,0.05,0.41,4.09
"ROO94081102",-33.6418333333333,21.508,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94080901",-33.6405,21.492,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94081002",-33.6351666666667,21.4823333333333,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94081101",-33.6391666666667,21.5043333333333,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94081102",-33.6423333333333,21.5108333333333,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94081602",-33.6571666666667,21.522,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94082301",-33.4405,21.314,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94083101",-33.3775,21.4671666666667,0.3,39.56,374.41,0.05,0.41,4.09
"AKS94091304",-32.405,19.1801666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"OUT94091704",-33.3288333333333,22.0328333333333,0.71,40,390.23,0.05,0.45,3.94
"DOA94092601",-33.4306666666667,21.2075,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94092602",-33.4298333333333,21.2043333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94092603",-33.4316666666667,21.2038333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94092604",-33.4238333333333,21.2096666666667,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94092201",-33.5616666666667,20.9946666666667,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94092202",-33.5628333333333,20.9886666666667,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94092203",-33.5608333333333,20.9838333333333,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94092204",-33.5616666666667,20.9731666666667,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94092205",-33.5621666666667,20.971,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94092207",-33.559,20.9693333333333,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94092209",-33.5613333333333,20.9661666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94100803",-33.3046666666667,21.3306666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94100804",-33.3045,21.3265,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94100805",-33.304,21.3233333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100808",-33.3023333333333,21.3413333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100811",-33.2981666666667,21.3498333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100814",-33.2963333333333,21.3586666666667,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100833",-33.3036666666667,21.328,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100901",-33.391,21.4448333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100902",-33.3886666666667,21.4495,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100903",-33.387,21.4533333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100910",-33.3915,21.4378333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100911",-33.3946666666667,21.4333333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100912",-33.4,21.4338333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100914",-33.3955,21.4475,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100915",-33.3955,21.4513333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100916",-33.3946666666667,21.4536666666667,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100917",-33.3955,21.4565,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100918",-33.3956666666667,21.4601666666667,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100919",-33.3928333333333,21.464,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100920",-33.3915,21.47,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100921",-33.3901666666667,21.4753333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100923",-33.3901666666667,21.479,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100924",-33.3883333333333,21.4833333333333,0.3,39.56,374.41,0.05,0.41,4.09
"EGH94071401",-33.6263333333333,20.2645,-1.1,36.98,622.27,0.15,0.55,3.74
"EGH94071402",-33.6268333333333,20.2628333333333,-1.1,36.98,622.27,0.15,0.55,3.74
"ASP94100840",-33.313,21.3156666666667,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100841",-33.3093333333333,21.3128333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100843",-33.3073333333333,21.3096666666667,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100846",-33.3071666666667,21.305,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100847",-33.3048333333333,21.3021666666667,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ94100203",-32.74,19.4066666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ94100205",-32.7283333333333,19.3916666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ94100206",-32.725,19.3883333333333,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ94100207",-32.72,19.38,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ94100208",-32.725,19.3783333333333,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ94100901",-33.3916666666667,21.4383333333333,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ94100902",-33.395,21.435,0.3,39.56,374.41,0.05,0.41,4.09
"ASP94100850",-33.3333333333333,21.3,0.3,39.56,374.41,0.05,0.41,4.09
"GCM94100403",-33.618,22.9441666666667,-0.79,38.52,516.8,0.11,0.48,3.55
"GCM94100404",-33.6211666666667,22.9183333333333,-0.79,38.52,516.8,0.11,0.48,3.55
"GCM94100406",-33.622,22.9225,-0.79,38.52,516.8,0.11,0.48,3.55
"GCM94100407",-33.6225,22.9091666666667,-0.79,38.52,516.8,0.11,0.48,3.55
"GCM94100409",-33.6265,22.949,-0.79,38.52,516.8,0.11,0.48,3.55
"WIJ94111409",-33.005,19.34,-1.39,35.69,564.26,0.2,0.49,3.73
"AKS94110704",-32.5833333333333,19.1865,-0.63,37.38,474.61,0.11,0.48,3.89
"AKS94110706",-32.577,19.1791666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"AKS94110707",-32.5748333333333,19.1751666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"AKS94110708",-32.5738333333333,19.1666666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"DOA94101601",-33.4361666666667,21.2613333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94101602",-33.434,21.2628333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94111701",-33.4031666666667,21.4661666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94111703",-33.4116666666667,21.4736666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94111704",-33.4166666666667,21.4731666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94111705",-33.4173333333333,21.4733333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94111709",-33.4121666666667,21.4683333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94111710",-33.4103333333333,21.4645,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94112408",-33.431,21.2946666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94112409",-33.4325,21.2978333333333,0.3,39.56,374.41,0.05,0.41,4.09
"PMR94120308",-32.404,19.1795,-0.63,37.38,474.61,0.11,0.48,3.89
"PMR94120309",-32.4005,19.1736666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"PMR94120311",-32.3991666666667,19.1676666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"RDF94112603",-33.6463333333333,22.7193333333333,0.52,38.33,406.05,0.07,0.43,3.51
"RDF94112605",-33.6531666666667,22.6538333333333,0.52,38.33,406.05,0.07,0.43,3.51
"ROO94110705",-33.4441666666667,21.0935,0.3,39.56,374.41,0.05,0.41,4.09
"ROO94111106",-33.4423333333333,21.0881666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA94112802",-33.4045,22.7451666666667,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94112806",-33.418,22.7398333333333,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94112807",-33.419,22.743,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94112808",-33.4238333333333,22.7398333333333,0.52,38.33,406.05,0.07,0.43,3.51
"DOA94112809",-33.4251666666667,22.7403333333333,0.52,38.33,406.05,0.07,0.43,3.51
"NSC94120401",-34.0171666666667,18.3738333333333,11.12,25.9,374.41,0.22,0.34,3.64
"TOW94112206",-33.4295,21.4698333333333,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94112305",-33.4346666666667,21.464,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94112306",-33.4306666666667,21.4623333333333,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94112406",-33.4333333333333,21.4553333333333,0.3,39.56,374.41,0.05,0.41,4.09
"TOW94112803",-33.4171666666667,22.7516666666667,0.52,38.33,406.05,0.07,0.43,3.51
"TOW94112804",-33.418,22.7543333333333,0.52,38.33,406.05,0.07,0.43,3.51
"TOW94112805",-33.4175,22.7565,0.52,38.33,406.05,0.07,0.43,3.51
"TOW94112806",-33.4166666666667,22.7596666666667,0.52,38.33,406.05,0.07,0.43,3.51
"JAT94111904",-32.5135,19.1913333333333,-0.63,37.38,474.61,0.11,0.48,3.89
"NGW94111001",-32.65,19.2916666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"NGW94111003",-32.6533333333333,19.3041666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"NGW94111501",-32.4366666666667,19.2375,-0.63,37.38,474.61,0.11,0.48,3.89
"WMP94123004",-33.5126666666667,19.3876666666667,0.23,36.51,527.34,0.21,0.47,3.48
"WMP95010109",-33.5423333333333,19.3978333333333,0.23,36.51,527.34,0.21,0.47,3.48
"WMP95010110",-33.533,19.4215,0.23,36.51,527.34,0.21,0.47,3.48
"WMP95010111",-33.5351666666667,19.4253333333333,0.23,36.51,527.34,0.21,0.47,3.48
"WMP95010112",-33.536,19.4301666666667,0.23,36.51,527.34,0.21,0.47,3.48
"WMP95010115",-33.541,19.4516666666667,0.23,36.51,527.34,0.21,0.47,3.48
"WMP95010116",-33.5415,19.4548333333333,0.23,36.51,527.34,0.21,0.47,3.48
"NGF94122001",-32.5113333333333,19.1555,-0.63,37.38,474.61,0.11,0.48,3.89
"DOA95010401",-33.6356666666667,21.4333333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA95010403",-33.6418333333333,21.4451666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA95010404",-33.6431666666667,21.4676666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA95010405",-33.6455,21.4995,0.3,39.56,374.41,0.05,0.41,4.09
"DOA95010406",-33.6518333333333,21.5016666666667,0.3,39.56,374.41,0.05,0.41,4.09
"DOA95010407",-33.654,21.5048333333333,0.3,39.56,374.41,0.05,0.41,4.09
"PAT94123101",-32.7341666666667,19.205,-0.63,37.38,474.61,0.11,0.48,3.89
"TOW95011601",-33.6315,21.4301666666667,0.3,39.56,374.41,0.05,0.41,4.09
"TOW95011603",-33.6295,21.4275,0.3,39.56,374.41,0.05,0.41,4.09
"RGJ95020203",-33.02,19.605,-1.39,35.69,564.26,0.2,0.49,3.73
"WEL94080602",-33.4918333333333,19.3065,0.23,36.51,527.34,0.21,0.47,3.48
"WEL94112702",-32.354,19.1671666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ95020410",-32.5066666666667,19.1633333333333,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ95020411",-32.51,19.1583333333333,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ95020412",-32.5116666666667,19.155,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ95020503",-32.48,19.1366666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"AJT95032003",-33.3838333333333,21.4536666666667,0.3,39.56,374.41,0.05,0.41,4.09
"AJT95032004",-33.3863333333333,21.4536666666667,0.3,39.56,374.41,0.05,0.41,4.09
"AJT95032005",-33.3898333333333,21.447,0.3,39.56,374.41,0.05,0.41,4.09
"AJT95032006",-33.3918333333333,21.442,0.3,39.56,374.41,0.05,0.41,4.09
"SHS95021703",-33.4446666666667,21.3065,0.3,39.56,374.41,0.05,0.41,4.09
"SHS95021704",-33.4428333333333,21.3113333333333,0.3,39.56,374.41,0.05,0.41,4.09
"TOW95030101",-33.3343333333333,21.285,0.3,39.56,374.41,0.05,0.41,4.09
"TOW95030104",-33.3346666666667,21.2795,0.3,39.56,374.41,0.05,0.41,4.09
"TOW95030108",-33.336,21.2565,0.3,39.56,374.41,0.05,0.41,4.09
"AWA95022301",-33.3515,22.0483333333333,0.71,40,390.23,0.05,0.45,3.94
"NSC95012003",-30.5725,29.7458333333333,1.31,31.38,1872.07,1.05,0.74,2.48
"NSC95020901",-27.5783333333333,31.2736666666667,3.13,37.19,796.29,0.48,0.48,3.25
"OUT95040104",-33.3423333333333,22.076,0.71,40,390.23,0.05,0.45,3.94
"OUT95040108",-33.3486666666667,22.049,0.71,40,390.23,0.05,0.45,3.94
"NAH95050402",-33.663,23.2865,-0.79,38.52,516.8,0.11,0.48,3.55
"NAH95050403",-33.6575,23.287,-0.79,38.52,516.8,0.11,0.48,3.55
"NAH95050404",-33.6558333333333,23.2821666666667,-0.79,38.52,516.8,0.11,0.48,3.55
"NAH95050702",-33.5206666666667,24.0531666666667,-0.38,38.85,442.97,0.17,0.41,3.3
"ROO95041801",-33.424,21.3108333333333,0.3,39.56,374.41,0.05,0.41,4.09
"ROO95041802",-33.4211666666667,21.314,0.3,39.56,374.41,0.05,0.41,4.09
"ROO95041803",-33.4185,21.3161666666667,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ95041704",-33.3833333333333,21.4533333333333,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ95041705",-33.39,21.44,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ95041706",-33.395,21.4583333333333,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ95041707",-33.3875,21.4833333333333,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ95042202",-32.5133333333333,19.1916666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ95042203",-32.5133333333333,19.1875,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ95042206",-32.5133333333333,19.1716666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ95042207",-32.5216666666667,19.1766666666667,-0.63,37.38,474.61,0.11,0.48,3.89
"WIJ95042208",-32.525,19.1783333333333,-0.63,37.38,474.61,0.11,0.48,3.89
"FWV95051302",-33.9675,19.4991666666667,1.57,36.73,458.79,0.16,0.45,3.73
"TOW95051003",-33.6901666666667,21.4596666666667,0.3,39.56,374.41,0.05,0.41,4.09
"TOW95052306",-33.5085,20.693,0.23,37.73,300.59,0.03,0.43,4.14
"DOA95060101",-33.3743333333333,21.4043333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA95060501",-33.3128333333333,22.0946666666667,0.71,40,390.23,0.05,0.45,3.94
"DOA95060504",-33.328,22.1108333333333,0.71,40,390.23,0.05,0.45,3.94
"ROO95051501",-33.432,21.2891666666667,0.3,39.56,374.41,0.05,0.41,4.09
"ROO95051502",-33.4296666666667,21.2871666666667,0.3,39.56,374.41,0.05,0.41,4.09
"ROO95051505",-33.4235,21.2833333333333,0.3,39.56,374.41,0.05,0.41,4.09
"DOA95060503",-33.3211666666667,22.1058333333333,0.71,40,390.23,0.05,0.45,3.94
"RDF95061103",-33.3071666666667,22.2198333333333,0.52,38.33,406.05,0.07,0.43,3.51
"AGR95052412",-33.3293333333333,19.7021666666667,-1.1,36.98,622.27,0.15,0.55,3.74
"AGR95052413",-33.3276666666667,19.7065,-1.1,36.98,622.27,0.15,0.55,3.74
"AGR95052414",-33.3211666666667,19.7086666666667,-1.1,36.98,622.27,0.15,0.55,3.74
"AGR95052415",-33.3183333333333,19.7118333333333,-1.1,36.98,622.27,0.15,0.55,3.74
"WIJ95041701",-33.3675,21.4616666666667,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ95070803",-33.4916666666667,19.3133333333333,0.23,36.51,527.34,0.21,0.47,3.48
"AWA95061801",-33.4966666666667,20.718,0.23,37.73,300.59,0.03,0.43,4.14
"AWA95061802",-33.498,20.7185,0.23,37.73,300.59,0.03,0.43,4.14
"VJK95061802",-33.5,20.722,0.23,37.73,300.59,0.03,0.43,4.14
"TOW95062208",-33.4296666666667,21.447,0.3,39.56,374.41,0.05,0.41,4.09
"OUT95061703",-33.3266666666667,20.6333333333333,0.23,37.73,300.59,0.03,0.43,4.14
"ASP95061705",-33.322,20.6333333333333,0.23,37.73,300.59,0.03,0.43,4.14
"ASP95061706",-33.3196666666667,20.63,0.23,37.73,300.59,0.03,0.43,4.14
"AKS95061709",-33.324,20.6103333333333,0.23,37.73,300.59,0.03,0.43,4.14
"WIJ95061703",-33.3233333333333,20.6086666666667,0.23,37.73,300.59,0.03,0.43,4.14
"SHR95061701",-33.3193333333333,20.6128333333333,0.23,37.73,300.59,0.03,0.43,4.14
"OUT95050602",-33.6603333333333,22.6391666666667,0.52,38.33,406.05,0.07,0.43,3.51
"GCM94121101",-33.6506666666667,19.7408333333333,-1.1,36.98,622.27,0.15,0.55,3.74
"NSC95072901",-33.1558333333333,19.1473333333333,-1.39,35.69,564.26,0.2,0.49,3.73
"RDF95090902",-33.627,22.7161666666667,0.52,38.33,406.05,0.07,0.43,3.51
"RDF95091001",-33.6545,22.6605,0.52,38.33,406.05,0.07,0.43,3.51
"DOA95072705",-33.4528333333333,21.2225,0.3,39.56,374.41,0.05,0.41,4.09
"WIJ95091404",-33.3483333333333,22.03,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091408",-33.345,22.0983333333333,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091412",-33.3366666666667,22.12,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091413",-33.3333333333333,22.1216666666667,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091414",-33.3316666666667,22.125,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091415",-33.3283333333333,22.125,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091501",-33.33,22.1333333333333,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091502",-33.33,22.145,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091503",-33.325,22.155,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091504",-33.325,22.1633333333333,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091505",-33.3166666666667,22.1833333333333,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091506",-33.3216666666667,22.1916666666667,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091507",-33.3183333333333,22.2,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091508",-33.315,22.2116666666667,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091509",-33.3133333333333,22.2183333333333,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091510",-33.3133333333333,22.2216666666667,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091511",-33.3166666666667,22.2216666666667,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091513",-33.3216666666667,22.22,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091514",-33.3183333333333,22.2233333333333,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091515",-33.32,22.2283333333333,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091516",-33.3233333333333,22.2283333333333,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091601",-33.3216666666667,22.1983333333333,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091602",-33.325,22.1966666666667,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091604",-33.3333333333333,22.1883333333333,0.52,38.33,406.05,0.07,0.43,3.51
"WIJ95091605",-33.3416666666667,22.185,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091608",-33.3416666666667,22.1716666666667,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091609",-33.3416666666667,22.1666666666667,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091612",-33.345,22.1533333333333,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091613",-33.3416666666667,22.1533333333333,0.71,40,390.23,0.05,0.45,3.94
"WIJ95091614",-33.3416666666667,22.1466666666667,0.71,40,390.23,0.05,0.45,3.94
